track_name,track_uri,album_name,artist_name,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Wasn't That Drunk (feat. Carly Pearce),0WnGvxW15RZyOvZxDYiWF4,Front Row Seat,Josh Abbott Band,2015-11-06,223451,55,0.0116,0.561,0.89,1.55e-06,0.171,-5.38,0.0482,114.018,4
Fix,17Vry8h1fUTYg8NL6pHhem,Girl Problems,Chris Lane,2016-08-05,190240,0,0.0951,0.532,0.883,0.0,0.304,-2.743,0.0352,99.995,4
Little Bit of You,751wKDM4y5zurzhSxcUxqP,Chase Bryant,Chase Bryant,2014-09-30,186240,0,0.0582,0.612,0.863,0.0,0.0823,-4.258,0.0426,121.963,4
Red Fire Night,4JkP8L0inEniMrIXSIj2SK,Fifteen,Green River Ordinance,2016-01-22,188466,0,0.27,0.581,0.833,0.0,0.159,-3.486,0.047,142.035,4
Drunk on Your Love,1jNNHFZmRGXZFHlil5uhei,Illinois,Brett Eldredge,2015-09-11,173960,61,0.414,0.443,0.831,0.0,0.204,-5.606,0.0616,182.064,4
Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n,Tangled Up,Thomas Rhett,2015-01-01,227426,72,0.418,0.595,0.389,1.39e-06,0.116,-9.245,0.0349,166.052,4
Greatest Love Story,0kdiUZDcLIFw0Buo9r0Q4z,LANCO - EP,LANCO,2016-04-15,222400,0,0.38,0.665,0.621,0.0,0.119,-8.571,0.0524,147.975,4
Break On Me,56PtcCDfdpMYt4LUULMEJx,Ripcord (Australian Tour Edition),Keith Urban,2015-05-06,208360,32,0.379,0.618,0.764,0.000211,0.108,-7.086,0.0299,87.012,4
Gonna Know We Were Here,1uhaXll708Tq7NDwu7fJBd,"Old Boots, New Dirt",Jason Aldean,2014-09-17,223626,41,0.0342,0.454,0.91,0.0,0.895,-5.544,0.21,174.066,4
Night's On Fire,5y2pNuAvWcPKiORZ12e44S,Fighter,David Nail,2016-07-15,189733,57,0.243,0.54,0.776,0.0,0.378,-4.155,0.043,164.046,4
Born With It,4pPdVgQsjV6YzJAYJy8V0s,Born With It,Stevenson Everett,2016-01-11,236397,6,0.0123,0.738,0.663,0.0184,0.0568,-6.995,0.0767,84.008,4
Stay A Little Longer,3JtmRIkVK95rmf4kWKA3ON,Pawn Shop,Brothers Osborne,2015-01-15,335480,0,0.0377,0.557,0.886,0.108,0.163,-5.356,0.0302,96.989,4
Snapback,7I5fYc4qKJddht8Ozhqqdx,Meat and Candy,Old Dominion,2015-11-06,206506,65,0.302,0.687,0.793,3.46e-06,0.1,-3.577,0.0333,100.993,4
Backroad Song,6naYpFIKihKbGg6lGxpveI,Remington,Granger Smith,2016-03-04,236786,61,0.0352,0.488,0.833,0.0172,0.34,-6.571,0.0437,174.006,4
Dibs,40XHORpTeMwJ2hwpKhpRqW,The First Time,Kelsea Ballerini,2015-03-10,183960,30,0.209,0.633,0.714,0.0,0.104,-5.788,0.068,88.002,4
The Driver,7cokpsdilBcZa0aQ1cK9kh,The Driver,Charles Kelley,2016-02-05,274013,0,0.484,0.428,0.323,0.0,0.122,-7.755,0.0292,150.064,3
Confession,6IFPfV8PNSYOmufzQ95hmm,Anything Goes,Florida Georgia Line,2014-10-14,190640,58,0.106,0.549,0.878,6.07e-05,0.176,-5.066,0.0358,104.98,4
Thunder,5SexQfrzlUXaW3SRlceVEt,Thunder,Adam Sanders,2015-11-18,214053,36,0.374,0.634,0.579,3.53e-06,0.0715,-7.872,0.0521,135.974,4
Make You Miss Me,5BbYPT6ehZf0hSv2su6JAl,Montevallo,Sam Hunt,2014-10-24,225693,0,0.138,0.606,0.476,0.0,0.112,-6.577,0.032,146.052,4
Should've Ran After You,1v6XnDkovn8M2y7yM9jQUp,Down Home Sessions II,Cole Swindell,2015-11-06,211969,46,0.000841,0.253,0.884,5.83e-05,0.0905,-3.581,0.114,166.01,4
Where It All Begins (feat. Lady Antebellum),6eKCDYcMq3p3lKSInGxEkj,The 21 Project,Hunter Hayes,2015-11-05,212080,40,0.0818,0.639,0.649,0.0,0.0861,-5.723,0.0261,90.963,4
Think of You,6W9W8dSswA8KNegvl3W97V,I'm Comin' Over,Chris Young,2015-11-13,218946,64,0.000937,0.616,0.893,0.0,0.111,-3.588,0.0375,111.959,4
Carolina Can,7gtdrEGq2mkSch5o8NhTE6,Ignite the Night,Chase Rice,2014,220454,20,0.0294,0.481,0.614,0.0,0.106,-6.613,0.0301,158.142,4
Humble And Kind,4Pn0JlCUusD2QHjADuOzuV,Damn Country Music,Tim McGraw,2015-01-01,259266,68,0.679,0.355,0.48,2.28e-06,0.12,-7.31,0.0282,100.956,3
Crazy Over Me,4G9QeWNiPId2GSwqtncDyZ,Dylan Scott,Dylan Scott,2016-08-12,199920,0,0.25,0.507,0.617,0.0,0.307,-7.531,0.0317,75.052,4
Nothin' Like You,4W38RXuQNuoTSwVsQA1OGC,Where It All Began,Dan + Shay,2014-04-01,186253,61,0.151,0.589,0.704,0.0,0.067,-4.772,0.0303,84.956,4
Yours,6RSNKGdv3nDTHqgw4bdzyF,Yours,Russell Dickerson,2017-10-13,216960,0,0.119,0.555,0.722,0.0,0.0861,-6.005,0.034,134.058,4
Tonight,3YgirsjioZ49gXrrGtTY91,Tonight,Ryan Kinder,2015-09-25,227106,0,0.0111,0.599,0.837,0.000526,0.206,-5.927,0.0238,106.325,4
That don't sound like You,64BRpXYAYAw9UFtfSfoXKf,I Don't Dance,Lee Brice,2014-09-12,210573,0,0.0236,0.543,0.589,2.99e-05,0.0798,-9.496,0.0421,129.813,4
Riser,0HccAcPMNevr8ERJCWlFk3,RISER,Dierks Bentley,2014-01-01,250000,51,0.115,0.512,0.657,0.01,0.0897,-7.875,0.0325,164.029,4
Home Alone Tonight,0RE8WWlaCQM6M4XHUK3u7b,Kill The Lights (Deluxe),Luke Bryan,2015-08-07,190773,56,0.0796,0.501,0.966,0.0,0.0903,-1.177,0.112,161.881,4
Break Up In A Small Town,2N3F1EQCpnIeDOA3rLSAfE,Montevallo,Sam Hunt,2014-10-24,229880,0,0.0833,0.592,0.794,0.0,0.227,-5.336,0.187,135.991,4
Ex To See,1ncZDJd94BSPn2WnbDh3HS,Montevallo,Sam Hunt,2014-10-24,197813,0,0.0202,0.604,0.811,0.0,0.347,-4.85,0.117,149.991,4
Different For Girls,5HJId22hZ2IvFnvNSy6ZbE,Black,Dierks Bentley,2016-06-10,180360,60,0.385,0.655,0.768,0.000257,0.0733,-5.616,0.0365,92.021,4
People Watching,4QRfBrejOLWlMPoFj7c5El,Out of My System,Cale Dodds,2017-11-17,160492,18,0.319,0.513,0.887,0.0,0.0402,-3.971,0.149,97.859,4
Backroad Song,6naYpFIKihKbGg6lGxpveI,Remington,Granger Smith,2016-03-04,236786,61,0.0352,0.488,0.833,0.0172,0.34,-6.571,0.0437,174.006,4
Hurricane,6xHI9KjUjYT0FPtGO8Mxa1,This One's for You,Luke Combs,2017-06-02,222533,76,0.0153,0.464,0.813,0.0,0.254,-6.185,0.0416,75.977,4
Head Over Boots,4ly1QBXEwYoDmje9rmEgC4,California Sunrise,Jon Pardi,2016-05-13,202346,72,0.0763,0.563,0.688,0.0,0.0863,-4.474,0.0262,108.008,4
Lights Come On,4llYMkhHa1w7UAdDFRQcEZ,They Don't Know,Jason Aldean,2016-09-09,194506,60,0.0489,0.567,0.839,0.0,0.103,-4.048,0.0698,160.062,4
Noise,0XN2BcoaKE4Z2hnq1ZeDY1,Cosmic Hallelujah,Kenny Chesney,2017-04-28,203760,51,0.0095,0.58,0.799,0.0,0.0925,-4.146,0.028,109.965,4
From the Ground Up,0lQJBl9YEsoMtE8D4yTE9g,Obsessed,Dan + Shay,2016-06-03,253933,65,0.333,0.281,0.58,0.0,0.122,-5.967,0.0323,151.568,3
T-Shirt,1zWZvrk13cL8Sl3VLeG57F,Tangled Up,Thomas Rhett,2015-01-01,227693,63,0.0287,0.634,0.862,0.0,0.0217,-5.337,0.0376,95.989,4
Southern Boy - with Jason Aldean,0D2jVf87IdcynTmjZpQDrV,Southern Boy,Jordan Rager,2016-10-28,227453,39,0.0596,0.506,0.742,0.0,0.256,-7.082,0.0287,149.904,4
I Like The Sound Of That,5S5rw0WLVCAux5B5bWCehK,Rewind,Rascal Flatts,2014-01-01,209280,65,0.257,0.611,0.8,0.0,0.194,-5.61,0.0377,89.974,4
American Country Love Song,0O1x2tRm8ZpfDbcpOWZp7z,American Love,Jake Owen,2016-07-29,199746,60,0.0457,0.529,0.891,0.0,0.0942,-4.36,0.043,104.031,4
Wasted Time,12AOwWanBDN4TQbJRbErqM,Ripcord (Australian Tour Edition),Keith Urban,2015-05-06,233826,38,0.0621,0.625,0.825,0.0,0.0753,-5.758,0.0481,100.004,4
H.O.L.Y.,0BCy325UZyR9z0t0uxwn2N,Dig Your Roots,Florida Georgia Line,2016-08-26,194186,71,0.401,0.523,0.666,0.0,0.0728,-4.081,0.0327,78.077,4
Somewhere On A Beach,5CG9Ps5ynNjpKJHmwc95pa,Black,Dierks Bentley,2016-06-10,197120,67,0.000547,0.569,0.638,0.0,0.0848,-6.557,0.0291,144.042,4
Came Here to Forget,1N7qGCKRRnvjoy8MGyHgpS,If I'm Honest,Blake Shelton,2016-05-20,220413,56,0.356,0.613,0.667,1.29e-05,0.111,-6.874,0.029,130.023,4
Til Tomorrow,5ZtE8iZ1o8IJ3cFQk5SFJn,Til Tomorrow,Walker McGuire,2017-06-01,248493,0,0.124,0.458,0.811,9.26e-06,0.22,-5.266,0.0545,156.982,4
Long Live Tonight,20RSgpo3WNIz3IYQ8bmEiu,LANCO - EP,LANCO,2016-04-15,224106,0,0.0454,0.597,0.824,1.74e-06,0.12,-5.804,0.0433,111.046,4
Dance Her Home,2g3vpJiqwswGJbUOSkCWqC,Cowboy Like Me,Cody Johnson,2014-01-14,174680,68,0.205,0.674,0.892,0.0,0.694,-3.771,0.0293,114.048,4
Me and My Kind,4rW9EUFaMSNVY8JhbqrB6z,Cowboy Like Me,Cody Johnson,2014-01-14,156200,72,0.0835,0.588,0.807,0.0,0.109,-3.426,0.0283,110.014,4
Texas Kind of Way,5EDt7cxNUAVK0QlGjPo1dZ,Six Strings One Dream,Cody Johnson,2009-09-01,249573,54,0.132,0.622,0.691,2e-06,0.373,-6.509,0.0258,115.991,4
American Honky Tonk Bar Association,72kmChwnjHu0Gi92YyVAZN,Picking on Garth Brooks,The Country Gentlemen,2015-10-29,213191,34,0.239,0.604,0.739,2.21e-05,0.117,-6.007,0.0384,151.897,4
Diamond In My Pocket,24Nt4OalWDICkEKVy81X6k,A Different Day,Cody Johnson,2011-10-31,196906,71,0.27,0.546,0.838,1.24e-05,0.0841,-3.51,0.0319,151.914,4
Lucky,3hWp69Hxk5wpjTwu6F1ELv,Cowboy Like Me,Cody Johnson,2014-01-14,186813,52,0.0505,0.588,0.873,0.0,0.088,-3.478,0.0365,112.961,4
Red Dirt Road,5Kbe0XPwG5JLQxjPEqAM20,The Collection,Brooks & Dunn,1991,260360,0,0.0664,0.555,0.868,0.000117,0.116,-3.798,0.0403,136.12,4
I Got A Car,4Fpq4QkR06QRDkujBUk0JY,Love Is Everything,George Strait,2013-01-01,272266,55,0.332,0.602,0.631,0.0,0.12,-7.371,0.033,138.389,4
Check Yes Or No,6iy4PoAuZBMvtrlDX4VxC7,Strait Out Of The Box,George Strait,1995-09-12,200666,71,0.0551,0.708,0.524,3.21e-06,0.0371,-12.644,0.0352,111.482,4
Troubadour,4qjmnM1aYvayCTDd0uuRKH,Troubadour,George Strait,2008-01-01,176226,64,0.356,0.568,0.621,0.000577,0.274,-6.395,0.0261,136.094,4
Amarillo By Morning,4TnUKixNWMfajncgdSwFoi,Strait From The Heart,George Strait,1982-01-01,173466,69,0.264,0.606,0.361,3.39e-05,0.38,-16.031,0.0346,121.059,4
Write This Down,1TanmIWbaUj5NVwJ3k4XPd,Always Never The Same,George Strait,1999-01-01,219600,69,0.127,0.729,0.688,9.44e-06,0.295,-7.468,0.0264,123.867,4
American Kids,1dgWTMoHwTUnQhOQ8SR5fV,The Big Revival,Kenny Chesney,2014-09-22,182960,72,0.0476,0.782,0.589,5.84e-06,0.0366,-7.37,0.0803,85.022,4
Somewhere With You,3pkzJjJXfdDjhpXx639MIH,Hemingway's Whiskey,Kenny Chesney,2010-09-28,243520,61,0.0862,0.68,0.849,0.00013,0.174,-6.475,0.0376,111.969,4
"No Shoes, No Shirt, No Problems",208bYsadJ56km31IENM2qS,"No Shoes, No Shirt, No Problems",Kenny Chesney,2002-04-02,209666,61,0.243,0.719,0.546,0.00844,0.181,-10.239,0.032,117.925,4
Island Song,6xzm6prZTb99kIrbblwQAU,Uncaged,Zac Brown Band,2012-07-03,223306,0,0.208,0.845,0.701,0.0,0.166,-6.025,0.0504,145.892,4
Farmer's Daughter,5zGqTc1WQUe8XqqdnrpKTV,It's America,Rodney Atkins,2010-06-29,207040,65,0.224,0.612,0.791,0.0,0.112,-3.519,0.0291,133.977,4
Hey Girl,4CcrLWFQY4dRGMbUR59cSp,We Are Tonight,Billy Currington,2013-01-01,200533,59,0.0158,0.548,0.673,0.0,0.0794,-5.29,0.0268,81.947,4
Good Directions,7GQjJEwqlp6m5HNWVQd6OR,Doin' Somethin' Right,Billy Currington,2005-01-01,215853,72,0.307,0.716,0.72,0.0,0.135,-2.183,0.0319,122.512,4
Ain't Worth the Whiskey,3OZVqx1YsqDDkxQ6TnmHtn,Cole Swindell,Cole Swindell,2014-02-18,191906,61,0.042,0.432,0.738,0.0,0.119,-3.91,0.0309,153.712,4
Save It for a Rainy Day,6wfTb2he5ANMQSFnlamnyi,The Big Revival,Kenny Chesney,2014-09-22,182213,60,0.0053,0.538,0.775,0.0,0.0807,-5.48,0.0291,154.889,4
Knee Deep (feat. Jimmy Buffett),1yEwEiTpsaPhQi9lb5EVV4,You Get What You Give (Deluxe),Zac Brown Band,2010-09-20,203173,0,0.432,0.715,0.584,1.41e-06,0.095,-8.231,0.0296,90.987,4
Chicken Fried,4dGJf1SER1T6ooX46vwzRB,The Foundation,Zac Brown Band,2008-11-17,238146,2,0.645,0.566,0.713,0.0,0.114,-4.25,0.0417,169.864,4
Something Like That,6leiB1fEsTnVCuPiielde5,A Place In The Sun,Tim McGraw,1999-05-04,183733,71,0.378,0.507,0.85,0.0,0.0567,-5.679,0.0472,171.8,4
If Heaven Ain't A Lot Like Dixie,2VV9KHwOfrS7ZOEzPZJFLJ,High Notes,"Hank Williams, Jr.",1982,164600,59,0.266,0.729,0.553,0.0,0.0809,-8.983,0.085,78.085,4
"Gin, Smoke, Lies",1ku4L6AywP1gY36BKYRvg0,Goodbye Normal Street,Turnpike Troubadours,2012-05-08,277613,57,0.00987,0.501,0.721,4.04e-05,0.101,-7.252,0.0372,174.02,4
Blue Star,2Ed2l31pnYh2gfptoOC4kk,Goodbye Normal Street,Turnpike Troubadours,2012-05-08,203880,37,0.00845,0.517,0.692,0.0,0.0744,-7.95,0.0271,162.974,4
21 Days,1giySMOHPQMb1nD3s5OCTs,Full Exposure,Cory Morrow,2003-07-22,224640,0,0.00034,0.511,0.821,0.0,0.306,-4.659,0.0274,91.025,4
7 & 7,62EcdBCqjB62CxnhgBkkJT,Diamonds & Gasoline,Turnpike Troubadours,2010-08-31,289653,61,0.0227,0.401,0.802,0.0,0.338,-5.278,0.0294,191.093,4
Whole Damn Town,3BXe9ZWHc05Ejzo51NuQVG,Diamonds & Gasoline,Turnpike Troubadours,2010-08-31,203760,55,0.000305,0.577,0.735,5.98e-06,0.339,-5.425,0.0288,130.055,4
Long Hot Summer Day,0kOG4bwpKgRlcJw1NA6csR,Diamonds & Gasoline,Turnpike Troubadours,2010-08-31,252480,62,0.0981,0.476,0.652,0.0,0.0923,-5.783,0.0277,145.356,4
Every Girl,3l4cnZdtNbVZgV3ICYh1Ni,Diamonds & Gasoline,Turnpike Troubadours,2010-08-31,225920,56,0.00631,0.482,0.844,0.0,0.189,-4.488,0.0336,174.963,4
Song for Another Time,7px4t7HGiuMUvFkEOpZEwp,Meat and Candy,Old Dominion,2015-11-06,191826,62,0.125,0.498,0.804,0.0,0.167,-3.995,0.0332,166.054,4
Running For You,1xT8auZdc8Rksi7RSGZoax,Wild Ones (Deluxe),Kip Moore,2015-08-21,212720,48,0.0173,0.673,0.626,1.7e-05,0.0676,-5.921,0.0428,155.997,4
My Girl,6p5GuyEqQH5pv02ouEyogQ,Dylan Scott,Dylan Scott,2016-08-12,197640,0,0.0353,0.652,0.719,0.0,0.108,-7.251,0.033,94.969,4
Peter Pan,5522Ut7YYZSv2TjLMLIpEU,The First Time,Kelsea Ballerini,2015-03-10,200040,40,0.0442,0.515,0.6,0.0,0.192,-7.172,0.03,76.473,4
She's Got a Way with Words,3JffB4CABj9lA0NC63kbCp,If I'm Honest,Blake Shelton,2016-05-20,190986,52,0.326,0.616,0.697,2.18e-05,0.0827,-5.952,0.0295,148.93,4
It Don't Hurt Like It Used To,0iA1unTbTbDOWUSlbwJ1pS,Summer Forever,Billy Currington,2015-06-02,184506,65,0.071,0.558,0.818,0.0,0.21,-4.07,0.0403,81.034,4
Vacation,4DdF1l0DzBQy8YL2UVhPrU,Tangled Up,Thomas Rhett,2015-01-01,223253,57,0.0054,0.638,0.827,0.000288,0.0948,-5.793,0.0389,137.077,4
Watching Airplanes,63u5QGp9dKXAoYTVKUKBYn,Living Hard,Gary Allan,2007-01-01,242946,62,0.547,0.374,0.711,4.12e-05,0.147,-3.587,0.0354,160.001,4
Before The Devil Knows We're Dead,6edUYy5asvbrPZ1iFve8ep,Goodbye Normal Street,Turnpike Troubadours,2012-05-08,234293,51,0.0308,0.633,0.904,1.04e-05,0.0698,-6.686,0.0437,129.066,4
Good Lord Lorrie,0pghPocTwFg6ckBUs52SQ8,Goodbye Normal Street,Turnpike Troubadours,2012-05-08,301000,62,0.274,0.555,0.649,0.0,0.301,-6.756,0.0284,78.994,4
18 Wheels,3JLcNwHAKhObE2sUe8IhlL,A Different Day,Cody Johnson,2011-10-31,180040,46,0.0149,0.671,0.914,1.8e-05,0.19,-3.03,0.029,119.957,4
Jesus Ain't Watching,3Sn03jAhOXrQaSUdlATjrJ,A Different Day,Cody Johnson,2011-10-31,219120,33,0.0713,0.511,0.897,6.53e-05,0.0858,-2.832,0.0362,160.031,4
Ride With Me,0MbcutYUIQAtgtlLRHS6Cl,A Different Day,Cody Johnson,2011-10-31,215600,58,0.177,0.626,0.813,0.00065,0.0986,-4.548,0.0257,97.946,4
Chain Drinkin',4smdDxU927wqJsaNr8RkTc,Gotta Be Me,Cody Johnson,2016-08-05,189760,41,0.199,0.575,0.793,0.0,0.0818,-4.954,0.0426,166.099,4
Grass Stains,0xlkEm5LDq4rXItcsWxQNk,Gotta Be Me,Cody Johnson,2016-08-05,190093,39,0.163,0.62,0.678,0.0,0.0754,-6.512,0.0404,86.057,4
Billy's Brother,26gW9rEDqVyfbDwPSCF4CP,Gotta Be Me,Cody Johnson,2016-08-05,183040,37,0.028,0.465,0.936,0.0,0.822,-5.219,0.0971,173.844,4
Middle of a Memory,38gZVjeaeR3gcnCzziAxBm,You Should Be Here,Cole Swindell,2016-05-06,226306,62,0.0972,0.531,0.746,0.0,0.102,-4.228,0.0329,139.788,4
21 Summer,7fAyx71fuhduT3EUdK15NO,Pawn Shop,Brothers Osborne,2015-01-15,214386,0,0.0246,0.644,0.89,2.57e-05,0.103,-6.993,0.0332,112.027,4
About To,2IoqZQoxTTeJYbBDFtwRBc,About To,Adam Sanders,2016-09-02,180546,31,0.0274,0.634,0.668,0.0,0.107,-6.241,0.0426,88.018,4
Sleep Without You,6zkHymyoD3tIqV7RwCAYUw,Brett Young,Brett Young,2017-02-10,187813,58,0.0169,0.626,0.707,0.0,0.0772,-5.755,0.0425,88.543,4
Wanna Be That Song,1XazlqB4YAtvouCmJPWXlM,Illinois,Brett Eldredge,2015-09-11,236226,60,0.114,0.518,0.686,0.0,0.114,-4.911,0.0313,144.065,4
Rebound (feat. Emily Weisband),2T9QCRiYah7FTX25XebmWm,Dirt on Us,Drew Baldridge,2016-06-10,270813,26,0.163,0.606,0.802,5.23e-06,0.256,-4.68,0.0293,135.95,4
Setting the World On Fire (with P!NK),7AclP0W2jy6yrbvBiC4prQ,Cosmic Hallelujah,Kenny Chesney,2017-04-28,217466,61,0.0171,0.61,0.822,1.88e-06,0.093,-4.422,0.0355,93.993,4
There’s A Girl,6VzugG03A5OieXT0BZmZxe,Trent Harmon,Trent Harmon,2016-12-09,215013,0,0.191,0.53,0.805,0.0,0.0697,-5.549,0.0397,96.926,4
I Met a Girl,4WtkYdCG4n80h08Ep5SmDI,Vinyl,William Michael Morgan,2016-09-30,201533,51,0.111,0.512,0.545,0.00177,0.135,-10.154,0.0294,83.94,4
A Little More Summertime,3esPcn43N0CytAtcY9V30C,They Don't Know,Jason Aldean,2016-09-09,219546,53,0.0386,0.482,0.823,3.69e-05,0.0948,-4.446,0.0661,167.665,4
Gonna Wanna Tonight,4CgEARPGRltAQaJr1tRsoE,Ignite the Night,Chase Rice,2014,214949,31,0.0457,0.584,0.754,3.12e-05,0.0762,-7.417,0.0425,123.988,4
How I'll Always Be,2ZekuYUoEIBrUwHOY0gcgB,Damn Country Music,Tim McGraw,2015-01-01,213453,51,0.312,0.578,0.825,1.4e-05,0.0912,-4.693,0.0331,93.035,4
Young & Crazy,6ll39ALTlddWWQZLjSFlwM,Sunshine & Whiskey,Frankie Ballard,2014-04-03,180346,54,0.0247,0.61,0.876,0.0,0.31,-4.244,0.0394,115.05,4
I Love This Life,1ZT2SegEiHQz8EeBwe3TH1,The Fighters,LOCASH,2017-06-30,208863,41,0.0164,0.586,0.927,7.24e-06,0.153,-3.014,0.0547,111.977,4
Here's To The Farmer,2XinxPrnJRB6CTca78RHxI,Here's To The Farmer,Luke Bryan,2016-09-09,210400,0,0.162,0.536,0.763,0.0,0.123,-2.481,0.0312,134.967,4
Dixieland Delight,0bM1z18RQpr61UuI1LemIK,The Closer You Get...,Alabama,1983,322093,64,0.163,0.444,0.414,2.07e-05,0.053,-15.04,0.0325,95.73,4
Song of the South,2uX5f3x2cObov0iDAPln4o,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,Alabama,1980,190800,68,0.176,0.486,0.633,0.0,0.312,-8.414,0.0365,162.158,4
With You I Am,34SQ0QfLSR316d8KL2zkuZ,Gotta Be Me,Cody Johnson,2016-08-05,220893,68,0.416,0.558,0.66,0.0,0.139,-6.223,0.0273,75.009,4
Wild as You,4IZOdhEvXYWqh5XAXYzBk3,Gotta Be Me,Cody Johnson,2016-08-05,186066,67,0.187,0.461,0.65,0.0,0.111,-5.372,0.0293,149.873,4
Kiss Goodbye,1WFAhQMCbWkYq8dUqPakEM,Gotta Be Me,Cody Johnson,2016-08-05,200786,56,0.148,0.613,0.636,0.0,0.107,-5.14,0.0295,87.021,4
That Look,5ZlPmjDhZi1qQWVHiaU7MU,The Underdog,Aaron Watson,2015-02-17,269346,0,0.0146,0.795,0.629,0.0,0.0938,-6.284,0.0251,107.978,4
Proud,6xg1QqOoXdgZhagOwzwGZV,Cowboy Like Me,Cody Johnson,2014-01-14,205946,43,0.144,0.431,0.784,0.0,0.202,-4.904,0.0421,180.063,4
Give a Cowboy a Kiss,7d9o30zOO3ukNhb7UJqi7d,Cowboy Like Me,Cody Johnson,2014-01-14,305013,53,0.0382,0.594,0.812,0.0,0.157,-5.04,0.033,95.992,4
I Know My Way Back (Clara's Song),1GR5Ak5JH6TGAB8ITHCR30,Gotta Be Me,Cody Johnson,2016-08-05,205893,39,0.0887,0.73,0.727,0.0,0.0984,-6.148,0.0252,103.033,4
Cowboy Like Me,0lFIuJQwPjFH9U7ddeSuPq,Cowboy Like Me,Cody Johnson,2014-01-14,302124,52,0.357,0.563,0.397,2.35e-06,0.123,-8.171,0.0761,127.911,3
I Ain't Going Nowhere Baby,3qrHTum1iqRBRAQwzqOn07,Gotta Be Me,Cody Johnson,2016-08-05,277160,53,0.0213,0.363,0.65,0.000246,0.255,-6.66,0.0305,80.638,4
Flatliner (feat. Dierks Bentley),0WyFpxYlBCgH1gMXd26OOr,You Should Be Here,Cole Swindell,2016-05-06,177066,62,0.00434,0.555,0.896,0.0,0.145,-3.295,0.0388,114.995,4
Parachute,5jROdl6MhcmP3O7h2sVgtw,Traveller,Chris Stapleton,2015-05-04,253200,71,0.00967,0.642,0.762,5.72e-05,0.182,-7.411,0.0296,113.038,4
Keep Her Man,1NYaLhEksvC13Gwgn7dAfW,A Different Day,Cody Johnson,2011-10-31,198426,34,0.159,0.505,0.891,1.82e-06,0.34,-2.68,0.0523,159.927,4
New year's day,5o6sSAGtypSJgErN0IOKYm,Good Times,Charlie Robison,2004,234240,0,0.235,0.607,0.609,0.0,0.358,-7.332,0.026,130.09,4
I Don't Care About You,4TdCv2H0CVnHY4aTnIUXdb,A Different Day,Cody Johnson,2011-10-31,238400,42,0.118,0.565,0.745,7.11e-05,0.0851,-3.612,0.033,151.989,4
Never Go Home Again,0CWFczodn19J8r9dftuMMH,Cowboy Like Me,Cody Johnson,2014-01-14,252146,64,0.434,0.429,0.675,0.0,0.186,-5.296,0.0463,168.003,4
Half a Song,4EETgKkkLxXrsrc0q50K1P,Gotta Be Me,Cody Johnson,2016-08-05,211506,61,0.22,0.646,0.702,3.21e-06,0.101,-6.482,0.0248,98.956,4
Every Scar Has a Story,4maDgWZteM8Qwr3HjJGRo4,Gotta Be Me,Cody Johnson,2016-08-05,208160,43,0.197,0.543,0.629,0.0,0.0825,-6.166,0.0303,141.91,4
She's Like Texas,7k0ahlHosIWblaaIsEqJ8M,She's Like Texas,Josh Abbott Band,2010-02-16,235253,57,0.582,0.501,0.523,0.0,0.122,-6.906,0.0324,156.108,4
You Look Like I Need A Drink,1TGJxtVHgPHKVt6K7sPn1T,Kinda Don't Care,Justin Moore,2016-01-01,187480,53,0.0028,0.608,0.841,0.0,0.0834,-3.626,0.028,106.004,4
Lettin' The Night Roll,33LSgUa20mKNgeut1XwP2E,Off The Beaten Path (Deluxe Edition),Justin Moore,2013-01-01,203120,53,0.0873,0.542,0.859,0.0,0.145,-5.137,0.0424,140.9,4
Bait A Hook,6cAxSUPzHyywECgGSvoLyf,Outlaws Like Me,Justin Moore,2011-01-01,208493,58,0.0191,0.668,0.781,0.0,0.113,-6.151,0.0267,105.945,4
Til My Last Day,3mHAyclWdtFASQuobdnDf8,Outlaws Like Me,Justin Moore,2011-01-01,234026,55,0.0377,0.577,0.761,0.0,0.116,-5.34,0.0358,104.991,4
If Heaven Wasn't So Far Away,0aW7CSfoMBKBzLE7VerHyn,Outlaws Like Me,Justin Moore,2011-01-01,223280,60,0.0434,0.374,0.657,0.0,0.219,-6.086,0.0325,74.234,4
Point At You,5ZMFVgZSYvbq3SmgRwaGMa,Off The Beaten Path (Deluxe Edition),Justin Moore,2013-01-01,180720,51,0.0126,0.626,0.805,0.0,0.156,-5.81,0.0449,116.03,4
Grandpa,3c7YHj31Z23VH5UYNm7WPL,Justin Moore,Justin Moore,2009-01-01,207813,42,0.324,0.558,0.618,0.0,0.341,-6.232,0.03,119.957,4
Flyin' Down A Back Road,4Wc4W6wZoHsmd4K6FZspx0,Outlaws Like Me,Justin Moore,2011-01-01,231773,46,0.0243,0.55,0.707,0.0,0.102,-5.96,0.0307,131.885,4
Little Too Late,5rj1jiNzy1CXpWIt1u9w4a,Overnight Success,Zane Williams,2013-06-04,277293,38,0.0213,0.58,0.639,0.000151,0.203,-6.313,0.0243,108.917,4
Dirt On My Boots,7f08qp3HROTkfrtNpiYGGo,California Sunrise,Jon Pardi,2016-05-13,201893,74,0.111,0.683,0.796,0.0,0.197,-4.179,0.0285,90.031,4
